category,title,description,resource,region,statusWord,message
Lambda,Lambda VPC Config,Ensures Lambda functions are created in a VPC.,N/A,eu-west-3,OK,No Lambda functions found
Lambda,Lambda VPC Config,Ensures Lambda functions are created in a VPC.,N/A,eu-north-1,OK,No Lambda functions found
Lambda,Lambda VPC Config,Ensures Lambda functions are created in a VPC.,N/A,eu-south-1,OK,No Lambda functions found
Lambda,Lambda VPC Config,Ensures Lambda functions are created in a VPC.,N/A,ap-northeast-1,OK,No Lambda functions found
Lambda,Lambda VPC Config,Ensures Lambda functions are created in a VPC.,N/A,ap-northeast-2,OK,No Lambda functions found
Lambda,Lambda VPC Config,Ensures Lambda functions are created in a VPC.,N/A,ap-southeast-1,OK,No Lambda functions found
Lambda,Lambda VPC Config,Ensures Lambda functions are created in a VPC.,N/A,ap-southeast-2,OK,No Lambda functions found
Lambda,Lambda VPC Config,Ensures Lambda functions are created in a VPC.,N/A,sa-east-1,OK,No Lambda functions found
Lambda,Lambda VPC Config,Ensures Lambda functions are created in a VPC.,N/A,me-south-1,OK,Region is not enabled
Lambda,Lambda VPC Config,Ensures Lambda functions are created in a VPC.,N/A,me-central-1,OK,No Lambda functions found
Lambda,Lambda VPC Config,Ensures Lambda functions are created in a VPC.,N/A,ap-southeast-3,OK,Region is not enabled
Lambda,Lambda VPC Config,Ensures Lambda functions are created in a VPC.,N/A,ap-south-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda VPC Config,Ensures Lambda functions are created in a VPC.,N/A,ap-southeast-4,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda VPC Config,Ensures Lambda functions are created in a VPC.,N/A,eu-south-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda VPC Config,Ensures Lambda functions are created in a VPC.,N/A,eu-central-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda VPC Config,Ensures Lambda functions are created in a VPC.,N/A,il-central-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda VPC Config,Ensures Lambda functions are created in a VPC.,N/A,ca-west-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,us-east-1,OK,No Lambda functions found
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,us-east-2,OK,No Lambda functions found
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,us-west-1,OK,No Lambda functions found
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,us-west-2,OK,No Lambda functions found
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,af-south-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,ap-east-1,OK,Region is not enabled
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,ap-south-1,OK,No Lambda functions found
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,ap-northeast-3,OK,No Lambda functions found
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,ca-central-1,OK,No Lambda functions found
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,eu-central-1,OK,No Lambda functions found
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,eu-west-1,OK,No Lambda functions found
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,eu-west-2,OK,No Lambda functions found
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,eu-west-3,OK,No Lambda functions found
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,eu-north-1,OK,No Lambda functions found
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,eu-south-1,OK,No Lambda functions found
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,ap-northeast-1,OK,No Lambda functions found
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,ap-northeast-2,OK,No Lambda functions found
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,ap-southeast-1,OK,No Lambda functions found
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,ap-southeast-2,OK,No Lambda functions found
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,sa-east-1,OK,No Lambda functions found
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,me-south-1,OK,Region is not enabled
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,me-central-1,OK,No Lambda functions found
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,ap-southeast-3,OK,Region is not enabled
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,ap-south-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,ap-southeast-4,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,eu-south-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,eu-central-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,il-central-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Public Access,Ensures Lambda functions are not accessible globally,N/A,ca-west-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,us-east-1,OK,No Lambda functions found
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,us-east-2,OK,No Lambda functions found
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,us-west-1,OK,No Lambda functions found
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,us-west-2,OK,No Lambda functions found
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,af-south-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,ap-east-1,OK,Region is not enabled
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,ap-south-1,OK,No Lambda functions found
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,ap-northeast-3,OK,No Lambda functions found
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,ca-central-1,OK,No Lambda functions found
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,eu-central-1,OK,No Lambda functions found
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,eu-west-1,OK,No Lambda functions found
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,eu-west-2,OK,No Lambda functions found
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,eu-west-3,OK,No Lambda functions found
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,eu-north-1,OK,No Lambda functions found
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,eu-south-1,OK,No Lambda functions found
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,ap-northeast-1,OK,No Lambda functions found
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,ap-northeast-2,OK,No Lambda functions found
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,ap-southeast-1,OK,No Lambda functions found
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,ap-southeast-2,OK,No Lambda functions found
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,sa-east-1,OK,No Lambda functions found
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,me-south-1,OK,Region is not enabled
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,me-central-1,OK,No Lambda functions found
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,ap-southeast-3,OK,Region is not enabled
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,ap-south-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,ap-southeast-4,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,eu-south-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,eu-central-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,il-central-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Code Signing Enabled,Ensure that AWS Lambda functions are configured to use the code signing feature.,N/A,ca-west-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,us-east-1,OK,No Lambda functions found
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,us-east-2,OK,No Lambda functions found
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,us-west-1,OK,No Lambda functions found
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,us-west-2,OK,No Lambda functions found
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,af-south-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,ap-east-1,OK,Region is not enabled
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,ap-south-1,OK,No Lambda functions found
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,ap-northeast-3,OK,No Lambda functions found
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,ca-central-1,OK,No Lambda functions found
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,eu-central-1,OK,No Lambda functions found
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,eu-west-1,OK,No Lambda functions found
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,eu-west-2,OK,No Lambda functions found
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,eu-west-3,OK,No Lambda functions found
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,eu-north-1,OK,No Lambda functions found
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,eu-south-1,OK,No Lambda functions found
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,ap-northeast-1,OK,No Lambda functions found
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,ap-northeast-2,OK,No Lambda functions found
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,ap-southeast-1,OK,No Lambda functions found
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,ap-southeast-2,OK,No Lambda functions found
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,sa-east-1,OK,No Lambda functions found
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,me-south-1,OK,Region is not enabled
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,me-central-1,OK,No Lambda functions found
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,ap-southeast-3,OK,Region is not enabled
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,ap-south-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,ap-southeast-4,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,eu-south-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,eu-central-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,il-central-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Log Groups,Ensures each Lambda function has a valid log group attached to it,N/A,ca-west-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,us-east-1,OK,No Lambda functions found
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,us-east-2,OK,No Lambda functions found
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,us-west-1,OK,No Lambda functions found
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,us-west-2,OK,No Lambda functions found
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,af-south-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,ap-east-1,OK,Region is not enabled
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,ap-south-1,OK,No Lambda functions found
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,ap-northeast-3,OK,No Lambda functions found
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,ca-central-1,OK,No Lambda functions found
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,eu-central-1,OK,No Lambda functions found
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,eu-west-1,OK,No Lambda functions found
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,eu-west-2,OK,No Lambda functions found
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,eu-west-3,OK,No Lambda functions found
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,eu-north-1,OK,No Lambda functions found
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,eu-south-1,OK,No Lambda functions found
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,ap-northeast-1,OK,No Lambda functions found
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,ap-northeast-2,OK,No Lambda functions found
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,ap-southeast-1,OK,No Lambda functions found
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,ap-southeast-2,OK,No Lambda functions found
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,sa-east-1,OK,No Lambda functions found
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,me-south-1,OK,Region is not enabled
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,me-central-1,OK,No Lambda functions found
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,ap-southeast-3,OK,Region is not enabled
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,ap-south-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,ap-southeast-4,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,eu-south-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,eu-central-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,il-central-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Tracing Enabled,Ensures AWS Lambda functions have active tracing for X-Ray.,N/A,ca-west-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,us-east-1,OK,No Lambda functions found
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,us-east-2,OK,No Lambda functions found
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,us-west-1,OK,No Lambda functions found
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,us-west-2,OK,No Lambda functions found
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,af-south-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,ap-east-1,OK,Region is not enabled
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,ap-south-1,OK,No Lambda functions found
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,ap-northeast-3,OK,No Lambda functions found
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,ca-central-1,OK,No Lambda functions found
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,eu-central-1,OK,No Lambda functions found
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,eu-west-1,OK,No Lambda functions found
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,eu-west-2,OK,No Lambda functions found
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,eu-west-3,OK,No Lambda functions found
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,eu-north-1,OK,No Lambda functions found
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,eu-south-1,OK,No Lambda functions found
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,ap-northeast-1,OK,No Lambda functions found
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,ap-northeast-2,OK,No Lambda functions found
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,ap-southeast-1,OK,No Lambda functions found
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,ap-southeast-2,OK,No Lambda functions found
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,sa-east-1,OK,No Lambda functions found
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,me-south-1,OK,Region is not enabled
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,me-central-1,OK,No Lambda functions found
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,ap-southeast-3,OK,Region is not enabled
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,ap-south-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,ap-southeast-4,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,eu-south-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,eu-central-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,il-central-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Has Tags,Ensure that AWS Lambda functions have tags associated.,N/A,ca-west-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,us-east-1,OK,No Lambda functions found
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,us-east-2,OK,No Lambda functions found
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,us-west-1,OK,No Lambda functions found
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,us-west-2,OK,No Lambda functions found
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,af-south-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,ap-east-1,OK,Region is not enabled
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,ap-south-1,OK,No Lambda functions found
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,ap-northeast-3,OK,No Lambda functions found
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,ca-central-1,OK,No Lambda functions found
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,eu-central-1,OK,No Lambda functions found
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,eu-west-1,OK,No Lambda functions found
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,eu-west-2,OK,No Lambda functions found
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,eu-west-3,OK,No Lambda functions found
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,eu-north-1,OK,No Lambda functions found
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,eu-south-1,OK,No Lambda functions found
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,ap-northeast-1,OK,No Lambda functions found
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,ap-northeast-2,OK,No Lambda functions found
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,ap-southeast-1,OK,No Lambda functions found
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,ap-southeast-2,OK,No Lambda functions found
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,sa-east-1,OK,No Lambda functions found
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,me-south-1,OK,Region is not enabled
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,me-central-1,OK,No Lambda functions found
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,ap-southeast-3,OK,Region is not enabled
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,ap-south-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,ap-southeast-4,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,eu-south-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,eu-central-2,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,il-central-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Dead Letter Queue,Ensure that AWS Lambda functions are configured to use a Dead Letter Queue.,N/A,ca-west-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Enhanced Monitoring Enabled,Ensure that AWS Lambda functions have enhanced monitoring enabled.,N/A,us-east-1,OK,No Lambda functions found
Lambda,Lambda Enhanced Monitoring Enabled,Ensure that AWS Lambda functions have enhanced monitoring enabled.,N/A,us-east-2,OK,No Lambda functions found
Lambda,Lambda Enhanced Monitoring Enabled,Ensure that AWS Lambda functions have enhanced monitoring enabled.,N/A,us-west-1,OK,No Lambda functions found
Lambda,Lambda Enhanced Monitoring Enabled,Ensure that AWS Lambda functions have enhanced monitoring enabled.,N/A,us-west-2,OK,No Lambda functions found
Lambda,Lambda Enhanced Monitoring Enabled,Ensure that AWS Lambda functions have enhanced monitoring enabled.,N/A,af-south-1,UNKNOWN,Unable to query for Lambda functions: The security token included in the request is invalid.
Lambda,Lambda Enhanced Monitoring Enabled,Ensure that AWS Lambda functions have enhanced monitoring enabled.,N/A,ap-east-1,OK,Region is not enabled
Lambda,Lambda Enhanced Monitoring Enabled,Ensure that AWS Lambda functions have enhanced monitoring enabled.,N/A,ap-south-1,OK,No Lambda functions found
Lambda,Lambda Enhanced Monitoring Enabled,Ensure that AWS Lambda functions have enhanced monitoring enabled.,N/A,ap-northeast-3,OK,No Lambda functions found
Lambda,Lambda Enhanced Monitoring Enabled,Ensure that AWS Lambda functions have enhanced monitoring enabled.,N/A,ca-central-1,OK,No Lambda functions found
Lambda,Lambda Enhanced Monitoring Enabled,Ensure that AWS Lambda functions have enhanced monitoring enabled.,N/A,eu-central-1,OK,No Lambda functions found
Lambda,Lambda Enhanced Monitoring Enabled,Ensure that AWS Lambda functions have enhanced monitoring enabled.,N/A,eu-west-1,OK,No Lambda functions found
